r,L,M,S
758.9,840308e-10,610327e-11,0
759,834631e-10,606462e-11,0
759.1,828993e-10,602621e-11,0
759.2,823393e-10,598803e-11,0
759.3,81783e-9,595009e-11,0
759.4,812304e-10,591238e-11,0
759.5,806815e-10,587491e-11,0
759.6,801362e-10,583766e-11,0
759.7,795946e-10,580064e-11,0
759.8,790566e-10,576385e-11,0
759.9,785221e-10,572728e-11,0
760,779912e-10,569093e-11,0
760.1,774638e-10,56548e-10,0
760.2,769399e-10,561889e-11,0
760.3,764195e-10,558319e-11,0
760.4,759025e-10,554772e-11,0
760.5,75389e-9,551246e-11,0
760.6,74879e-9,547742e-11,0
760.7,743724e-10,54426e-10,0
760.8,738692e-10,540799e-11,0
760.9,733694e-10,53736e-10,0
761,72873e-9,533942e-11,0
761.1,723799e-10,530546e-11,0
761.2,718903e-10,52717e-10,0
761.3,714039e-10,523817e-11,0
761.4,709209e-10,520484e-11,0
761.5,704413e-10,517172e-11,0
761.6,699649e-10,513882e-11,0
761.7,694918e-10,510612e-11,0
761.8,69022e-9,507363e-11,0
761.9,685554e-10,504136e-11,0
762,680921e-10,500929e-11,0
762.1,67632e-9,497742e-11,0
762.2,671752e-10,494577e-11,0
762.3,667215e-10,491431e-11,0
762.4,66271e-9,488307e-11,0
762.5,658237e-10,485202e-11,0
762.6,653796e-10,482118e-11,0
762.7,649385e-10,479055e-11,0
762.8,645007e-10,476011e-11,0
762.9,640659e-10,472988e-11,0
763,636342e-10,469984e-11,0
763.1,632056e-10,467001e-11,0
763.2,6278e-8,464037e-11,0
763.3,623575e-10,461094e-11,0
763.4,61938e-9,45817e-10,0
763.5,615216e-10,455265e-11,0
763.6,611081e-10,45238e-10,0
763.7,606977e-10,449515e-11,0
763.8,602902e-10,446669e-11,0
763.9,598857e-10,443842e-11,0
764,594841e-10,441034e-11,0
764.1,590854e-10,438246e-11,0
764.2,586896e-10,435477e-11,0
764.3,582968e-10,432726e-11,0
764.4,579068e-10,429995e-11,0
764.5,575196e-10,427282e-11,0
764.6,571354e-10,424588e-11,0
764.7,567539e-10,421913e-11,0
764.8,563753e-10,419256e-11,0
764.9,559994e-10,416618e-11,0
765,556264e-10,413998e-11,0
765.1,552561e-10,411396e-11,0
765.2,548886e-10,408813e-11,0
765.3,545237e-10,406247e-11,0
765.4,541616e-10,403699e-11,0
765.5,53802e-9,401169e-11,0
765.6,534451e-10,398656e-11,0
765.7,530908e-10,39616e-10,0
765.8,52739e-9,393681e-11,0
765.9,523897e-10,391218e-11,0
766,52043e-9,388772e-11,0
766.1,516987e-10,386343e-11,0
766.2,513568e-10,38393e-10,0
766.3,510174e-10,381532e-11,0
766.4,506803e-10,379151e-11,0
766.5,503456e-10,376785e-11,0
766.6,500132e-10,374435e-11,0
766.7,496831e-10,3721e-9,0
766.8,493553e-10,36978e-10,0
766.9,490297e-10,367476e-11,0
767,487063e-10,365186e-11,0
767.1,483852e-10,362911e-11,0
767.2,480662e-10,36065e-10,0
767.3,477494e-10,358404e-11,0
767.4,474347e-10,356172e-11,0
767.5,471222e-10,353954e-11,0
767.6,468116e-10,35175e-10,0
767.7,465032e-10,349559e-11,0
767.8,461968e-10,347383e-11,0
767.9,458924e-10,34522e-10,0
768,4559e-8,34307e-10,0
768.1,452896e-10,340933e-11,0
768.2,449911e-10,33881e-10,0
768.3,446945e-10,3367e-9,0
768.4,443999e-10,334602e-11,0
768.5,441071e-10,332517e-11,0
768.6,438162e-10,330445e-11,0
768.7,435272e-10,328385e-11,0
768.8,4324e-8,326337e-11,0
768.9,429546e-10,324302e-11,0
769,42671e-9,322278e-11,0
769.1,423892e-10,320267e-11,0
769.2,421091e-10,318267e-11,0
769.3,418307e-10,316279e-11,0
769.4,415541e-10,314303e-11,0
769.5,412792e-10,312338e-11,0
769.6,410059e-10,310385e-11,0
769.7,407343e-10,308443e-11,0
769.8,404644e-10,306512e-11,0
769.9,401961e-10,304592e-11,0
770,399295e-10,302683e-11,0
770.1,396644e-10,300785e-11,0
770.2,394009e-10,298897e-11,0
770.3,391391e-10,297021e-11,0
770.4,388788e-10,295155e-11,0
770.5,386201e-10,293301e-11,0
770.6,383631e-10,291457e-11,0
770.7,381076e-10,289624e-11,0
770.8,378538e-10,287802e-11,0
770.9,376016e-10,285992e-11,0
771,373509e-10,284192e-11,0
771.1,371019e-10,282403e-11,0
771.2,368545e-10,280625e-11,0
771.3,366087e-10,278858e-11,0
771.4,363644e-10,277102e-11,0
771.5,361218e-10,275356e-11,0
771.6,358808e-10,273622e-11,0
771.7,356414e-10,271899e-11,0
771.8,354035e-10,270187e-11,0
771.9,351673e-10,268485e-11,0
772,349326e-10,266795e-11,0
772.1,346996e-10,265116e-11,0
772.2,344681e-10,263447e-11,0
772.3,342382e-10,26179e-10,0
772.4,340099e-10,260143e-11,0
772.5,337832e-10,258507e-11,0
772.6,33558e-9,256882e-11,0
772.7,333344e-10,255268e-11,0
772.8,331124e-10,253665e-11,0
772.9,328919e-10,252073e-11,0
773,32673e-9,250491e-11,0
773.1,324557e-10,248921e-11,0
773.2,322399e-10,247361e-11,0
773.3,320257e-10,245812e-11,0
773.4,31813e-9,244273e-11,0
773.5,316018e-10,242746e-11,0
773.6,313922e-10,241229e-11,0
773.7,311841e-10,239722e-11,0
773.8,309776e-10,238227e-11,0
773.9,307725e-10,236742e-11,0
774,30569e-9,235267e-11,0
774.1,30367e-9,233803e-11,0
774.2,301665e-10,23235e-10,0
774.3,299675e-10,230907e-11,0
774.4,2977e-8,229475e-11,0
774.5,29574e-9,228053e-11,0
774.6,293795e-10,226642e-11,0
774.7,291865e-10,225241e-11,0
774.8,28995e-9,223851e-11,0
774.9,288049e-10,22247e-10,0
775,286163e-10,2211e-9,0
775.1,284291e-10,219741e-11,0
775.2,282434e-10,218391e-11,0
775.3,280592e-10,217052e-11,0
775.4,278763e-10,215722e-11,0
775.5,276948e-10,214402e-11,0
775.6,275147e-10,213092e-11,0
775.7,27336e-9,211792e-11,0
775.8,271585e-10,2105e-9,0
775.9,269825e-10,209219e-11,0
776,268077e-10,207946e-11,0
776.1,266342e-10,206682e-11,0
776.2,26462e-9,205428e-11,0
776.3,262911e-10,204182e-11,0
776.4,261214e-10,202945e-11,0
776.5,259529e-10,201716e-11,0
776.6,257857e-10,200496e-11,0
776.7,256196e-10,199285e-11,0
776.8,254548e-10,198082e-11,0
776.9,252911e-10,196887e-11,0
777,251286e-10,1957e-9,0
777.1,249672e-10,194521e-11,0
777.2,24807e-9,19335e-10,0
777.3,246479e-10,192187e-11,0
777.4,244899e-10,191032e-11,0
777.5,24333e-9,189884e-11,0
777.6,241772e-10,188744e-11,0
777.7,240224e-10,187612e-11,0
777.8,238687e-10,186486e-11,0
777.9,237161e-10,185368e-11,0
778,235645e-10,184258e-11,0
778.1,234139e-10,183154e-11,0
778.2,232643e-10,182057e-11,0
778.3,231157e-10,180968e-11,0
778.4,229681e-10,179885e-11,0
778.5,228215e-10,178809e-11,0
778.6,226758e-10,17774e-10,0
778.7,225311e-10,176677e-11,0
778.8,223873e-10,175621e-11,0
778.9,222445e-10,174571e-11,0
779,221026e-10,173528e-11,0
779.1,219616e-10,172491e-11,0
779.2,218215e-10,171461e-11,0
779.3,216823e-10,170436e-11,0
779.4,21544e-9,169418e-11,0
779.5,214066e-10,168406e-11,0
779.6,2127e-8,167399e-11,0
779.7,211343e-10,166399e-11,0
779.8,209994e-10,165404e-11,0
779.9,208653e-10,164416e-11,0
780,207321e-10,163433e-11,0
780.1,205997e-10,162455e-11,0
780.2,204682e-10,161484e-11,0
780.3,203374e-10,160517e-11,0
780.4,202074e-10,159557e-11,0
780.5,200783e-10,158602e-11,0
780.6,199499e-10,157653e-11,0
780.7,198223e-10,156709e-11,0
780.8,196956e-10,15577e-10,0
780.9,195696e-10,154837e-11,0
781,194444e-10,15391e-10,0
781.1,1932e-8,152988e-11,0
781.2,191964e-10,152071e-11,0
781.3,190735e-10,15116e-10,0
781.4,189515e-10,150255e-11,0
781.5,188302e-10,149354e-11,0
781.6,187096e-10,148459e-11,0
781.7,185899e-10,147569e-11,0
781.8,184709e-10,146685e-11,0
781.9,183526e-10,145806e-11,0
782,182351e-10,144932e-11,0
782.1,181184e-10,144063e-11,0
782.2,180024e-10,1432e-9,0
782.3,178871e-10,142342e-11,0
782.4,177726e-10,141489e-11,0
782.5,176588e-10,140641e-11,0
782.6,175457e-10,139798e-11,0
782.7,174334e-10,13896e-10,0
782.8,173218e-10,138128e-11,0
782.9,172109e-10,1373e-9,0
783,171008e-10,136478e-11,0
783.1,169914e-10,13566e-10,0
783.2,168826e-10,134848e-11,0
783.3,167746e-10,13404e-10,0
783.4,166673e-10,133238e-11,0
783.5,165607e-10,13244e-10,0
783.6,164547e-10,131648e-11,0
783.7,163495e-10,13086e-10,0
783.8,16245e-9,130077e-11,0
783.9,161411e-10,129299e-11,0
784,16038e-9,128526e-11,0
784.1,159355e-10,127757e-11,0
784.2,158337e-10,126994e-11,0
784.3,157326e-10,126235e-11,0
784.4,156321e-10,125481e-11,0
784.5,155323e-10,124731e-11,0
784.6,154332e-10,123986e-11,0
784.7,153347e-10,123246e-11,0
784.8,152369e-10,122511e-11,0
784.9,151397e-10,12178e-10,0
785,150432e-10,121054e-11,0
785.1,149473e-10,120332e-11,0
785.2,148521e-10,119615e-11,0
785.3,147575e-10,118903e-11,0
785.4,146636e-10,118194e-11,0
785.5,145702e-10,117491e-11,0
785.6,144775e-10,116792e-11,0
785.7,143854e-10,116097e-11,0
785.8,142939e-10,115406e-11,0
785.9,14203e-9,11472e-10,0
786,141127e-10,114038e-11,0
786.1,140231e-10,11336e-10,0
786.2,13934e-9,112687e-11,0
786.3,138455e-10,112017e-11,0
786.4,137575e-10,111352e-11,0
786.5,136702e-10,110691e-11,0
786.6,135834e-10,110034e-11,0
786.7,134972e-10,109381e-11,0
786.8,134116e-10,108732e-11,0
786.9,133265e-10,108087e-11,0
787,13242e-9,107446e-11,0
787.1,13158e-9,106809e-11,0
787.2,130746e-10,106176e-11,0
787.3,129917e-10,105547e-11,0
787.4,129093e-10,104921e-11,0
787.5,128275e-10,1043e-9,0
787.6,127462e-10,103682e-11,0
787.7,126655e-10,103068e-11,0
787.8,125852e-10,102457e-11,0
787.9,125055e-10,10185e-10,0
788,124263e-10,101247e-11,0
788.1,123476e-10,100648e-11,0
788.2,122695e-10,100052e-11,0
788.3,121918e-10,994601e-12,0
788.4,121146e-10,988714e-12,0
788.5,120379e-10,982863e-12,0
788.6,119617e-10,977048e-12,0
788.7,11886e-9,971267e-12,0
788.8,118108e-10,96552e-11,0
788.9,117361e-10,959808e-12,0
789,116618e-10,95413e-11,0
789.1,11588e-9,948486e-12,0
789.2,115147e-10,942875e-12,0
789.3,114418e-10,937298e-12,0
789.4,113694e-10,931754e-12,0
789.5,112975e-10,926242e-12,0
789.6,11226e-9,920763e-12,0
789.7,11155e-9,915317e-12,0
789.8,110844e-10,909903e-12,0
789.9,110143e-10,90452e-11,0
790,109446e-10,89917e-11,0
790.1,108754e-10,893851e-12,0
790.2,108066e-10,888563e-12,0
790.3,107382e-10,883306e-12,0
790.4,106702e-10,878081e-12,0
790.5,106027e-10,872887e-12,0
790.6,105356e-10,867724e-12,0
790.7,10469e-9,862591e-12,0
790.8,104028e-10,85749e-11,0
790.9,103369e-10,852419e-12,0
791,102716e-10,847379e-12,0
791.1,102066e-10,842369e-12,0
791.2,10142e-9,837389e-12,0
791.3,100779e-10,83244e-11,0
791.4,100142e-10,827521e-12,0
791.5,995086e-11,822632e-12,0
791.6,988795e-11,817773e-12,0
791.7,982545e-11,812944e-12,0
791.8,976335e-11,808145e-12,0
791.9,970166e-11,803375e-12,0
792,964036e-11,798635e-12,0
792.1,957947e-11,793924e-12,0
792.2,951897e-11,789242e-12,0
792.3,945886e-11,78459e-11,0
792.4,939914e-11,779967e-12,0
792.5,933982e-11,775372e-12,0
792.6,928088e-11,770807e-12,0
792.7,922233e-11,76627e-11,0
792.8,916416e-11,761762e-12,0
792.9,910638e-11,757283e-12,0
793,904897e-11,752832e-12,0
793.1,899194e-11,748409e-12,0
793.2,893529e-11,744014e-12,0
793.3,887901e-11,739648e-12,0
793.4,88231e-10,735309e-12,0
793.5,876756e-11,730998e-12,0
793.6,871239e-11,726715e-12,0
793.7,865759e-11,72246e-11,0
793.8,860314e-11,718231e-12,0
793.9,854907e-11,714031e-12,0
794,849535e-11,709857e-12,0
794.1,844198e-11,705711e-12,0
794.2,838898e-11,701592e-12,0
794.3,833633e-11,697499e-12,0
794.4,828403e-11,693433e-12,0
794.5,823207e-11,689394e-12,0
794.6,818047e-11,685382e-12,0
794.7,812922e-11,681395e-12,0
794.8,80783e-10,677436e-12,0
794.9,802773e-11,673502e-12,0
795,79775e-10,669594e-12,0
795.1,792761e-11,665712e-12,0
795.2,787806e-11,661856e-12,0
795.3,782883e-11,658026e-12,0
795.4,777994e-11,65422e-11,0
795.5,773138e-11,65044e-11,0
795.6,768314e-11,646684e-12,0
795.7,763523e-11,642954e-12,0
795.8,758764e-11,639247e-12,0
795.9,754037e-11,635565e-12,0
796,749341e-11,631907e-12,0
796.1,744677e-11,628273e-12,0
796.2,740044e-11,624662e-12,0
796.3,735442e-11,621075e-12,0
796.4,730871e-11,617511e-12,0
796.5,726331e-11,61397e-11,0
796.6,721821e-11,610451e-12,0
796.7,71734e-10,606956e-12,0
796.8,71289e-10,603483e-12,0
796.9,70847e-10,600032e-12,0
797,704079e-11,596604e-12,0
797.1,699717e-11,593197e-12,0
797.2,695384e-11,589812e-12,0
797.3,691081e-11,586449e-12,0
797.4,686805e-11,583107e-12,0
797.5,682559e-11,579786e-12,0
797.6,67834e-10,576486e-12,0
797.7,674149e-11,573208e-12,0
797.8,669987e-11,569949e-12,0
797.9,665852e-11,566712e-12,0
798,661744e-11,563495e-12,0
798.1,657663e-11,560298e-12,0
798.2,65361e-10,557121e-12,0
798.3,649583e-11,553964e-12,0
798.4,645583e-11,550826e-12,0
798.5,64161e-10,547709e-12,0
798.6,637663e-11,54461e-11,0
798.7,633742e-11,541531e-12,0
798.8,629846e-11,538471e-12,0
798.9,625977e-11,53543e-11,0
799,622133e-11,532408e-12,0
799.1,618314e-11,529404e-12,0
799.2,614521e-11,526419e-12,0
799.3,610752e-11,523453e-12,0
799.4,607008e-11,520504e-12,0
799.5,603289e-11,517574e-12,0
799.6,599595e-11,514661e-12,0
799.7,595924e-11,511766e-12,0
799.8,592278e-11,508889e-12,0
799.9,588656e-11,50603e-11,0
800,585057e-11,503187e-12,0
800.1,581482e-11,500362e-12,0
800.2,577931e-11,497554e-12,0
800.3,574402e-11,494763e-12,0
800.4,570897e-11,491989e-12,0
800.5,567414e-11,489231e-12,0
800.6,563954e-11,48649e-11,0
800.7,560516e-11,483765e-12,0
800.8,5571e-9,481056e-12,0
800.9,553706e-11,478363e-12,0
801,550333e-11,475686e-12,0
801.1,546982e-11,473025e-12,0
801.2,543653e-11,470379e-12,0
801.3,540344e-11,467748e-12,0
801.4,537056e-11,465133e-12,0
801.5,533789e-11,462533e-12,0
801.6,530542e-11,459948e-12,0
801.7,527316e-11,457377e-12,0
801.8,52411e-10,454821e-12,0
801.9,520923e-11,45228e-11,0
802,517756e-11,449753e-12,0
802.1,514609e-11,447241e-12,0
802.2,511481e-11,444742e-12,0
802.3,508373e-11,442258e-12,0
802.4,505283e-11,439787e-12,0
802.5,502212e-11,43733e-11,0
802.6,49916e-10,434887e-12,0
802.7,496127e-11,432458e-12,0
802.8,493111e-11,430041e-12,0
802.9,490114e-11,427639e-12,0
803,487135e-11,425249e-12,0
803.1,484174e-11,422872e-12,0
803.2,48123e-10,420508e-12,0
803.3,478304e-11,418157e-12,0
803.4,475396e-11,415819e-12,0
803.5,472504e-11,413493e-12,0
803.6,46963e-10,41118e-11,0
803.7,466772e-11,408879e-12,0
803.8,463932e-11,40659e-11,0
803.9,461108e-11,404314e-12,0
804,4583e-9,40205e-11,0
804.1,455509e-11,399797e-12,0
804.2,452734e-11,397557e-12,0
804.3,449975e-11,395328e-12,0
804.4,447232e-11,393111e-12,0
804.5,444505e-11,390905e-12,0
804.6,441794e-11,388711e-12,0
804.7,439098e-11,386528e-12,0
804.8,436417e-11,384356e-12,0
804.9,433752e-11,382196e-12,0
805,431102e-11,380046e-12,0
805.1,428467e-11,377908e-12,0
805.2,425846e-11,375781e-12,0
805.3,423241e-11,373664e-12,0
805.4,420651e-11,371559e-12,0
805.5,418076e-11,369464e-12,0
805.6,415515e-11,367381e-12,0
805.7,41297e-10,365308e-12,0
805.8,410439e-11,363247e-12,0
805.9,407923e-11,361196e-12,0
806,405422e-11,359156e-12,0
806.1,402936e-11,357127e-12,0
806.2,400464e-11,355109e-12,0
806.3,398007e-11,353102e-12,0
806.4,395564e-11,351106e-12,0
806.5,393136e-11,349121e-12,0
806.6,390723e-11,347146e-12,0
806.7,388324e-11,345182e-12,0
806.8,385939e-11,34323e-11,0
806.9,383569e-11,341288e-12,0
807,381213e-11,339356e-12,0
807.1,378872e-11,337436e-12,0
807.2,376545e-11,335526e-12,0
807.3,374232e-11,333627e-12,0
807.4,371934e-11,331739e-12,0
807.5,369649e-11,329861e-12,0
807.6,367379e-11,327994e-12,0
807.7,365123e-11,326138e-12,0
807.8,362881e-11,324292e-12,0
807.9,360653e-11,322457e-12,0
808,358438e-11,320633e-12,0
808.1,356238e-11,318819e-12,0
808.2,354052e-11,317016e-12,0
808.3,351879e-11,315223e-12,0
808.4,34972e-10,313441e-12,0
808.5,347575e-11,311669e-12,0
808.6,345443e-11,309907e-12,0
808.7,343325e-11,308156e-12,0
808.8,341221e-11,306416e-12,0
808.9,33913e-10,304686e-12,0
809,337053e-11,302966e-12,0
809.1,334989e-11,301256e-12,0
809.2,332938e-11,299557e-12,0
809.3,330901e-11,297868e-12,0
809.4,328877e-11,296189e-12,0
809.5,326866e-11,29452e-11,0
809.6,324869e-11,292862e-12,0
809.7,322884e-11,291213e-12,0
809.8,320913e-11,289575e-12,0
809.9,318954e-11,287947e-12,0
810,317009e-11,286329e-12,0
810.1,315076e-11,284721e-12,0
810.2,313156e-11,283122e-12,0
810.3,311249e-11,281534e-12,0
810.4,309354e-11,279955e-12,0
810.5,307472e-11,278387e-12,0
810.6,305603e-11,276828e-12,0
810.7,303746e-11,275278e-12,0
810.8,301901e-11,273738e-12,0
810.9,300068e-11,272208e-12,0
811,298248e-11,270687e-12,0
811.1,296439e-11,269175e-12,0
811.2,294643e-11,267672e-12,0
811.3,292858e-11,266179e-12,0
811.4,291085e-11,264695e-12,0
811.5,289324e-11,26322e-11,0
811.6,287574e-11,261754e-12,0
811.7,285836e-11,260297e-12,0
811.8,28411e-10,258849e-12,0
811.9,282395e-11,25741e-11,0
812,280691e-11,25598e-11,0
812.1,278998e-11,254558e-12,0
812.2,277317e-11,253145e-12,0
812.3,275646e-11,251741e-12,0
812.4,273987e-11,250345e-12,0
812.5,272338e-11,248957e-12,0
812.6,270701e-11,247579e-12,0
812.7,269074e-11,246208e-12,0
812.8,267458e-11,244846e-12,0
812.9,265852e-11,243492e-12,0
813,264257e-11,242147e-12,0
813.1,262673e-11,240809e-12,0
813.2,261099e-11,23948e-11,0
813.3,259535e-11,238158e-12,0
813.4,257982e-11,236845e-12,0
813.5,256439e-11,23554e-11,0
813.6,254906e-11,234242e-12,0
813.7,253383e-11,232953e-12,0
813.8,25187e-10,231671e-12,0
813.9,250366e-11,230397e-12,0
814,248873e-11,22913e-11,0
814.1,24739e-10,227872e-12,0
814.2,245916e-11,22662e-11,0
814.3,244452e-11,225377e-12,0
814.4,242997e-11,224141e-12,0
814.5,241552e-11,222912e-12,0
814.6,240117e-11,221691e-12,0
814.7,238691e-11,220477e-12,0
814.8,237274e-11,21927e-11,0
814.9,235867e-11,218071e-12,0
815,234468e-11,216878e-12,0
815.1,233079e-11,215693e-12,0
815.2,231699e-11,214515e-12,0
815.3,230328e-11,213344e-12,0
815.4,228966e-11,21218e-11,0
815.5,227612e-11,211023e-12,0
815.6,226268e-11,209872e-12,0
815.7,224931e-11,208729e-12,0
815.8,223604e-11,207592e-12,0
815.9,222285e-11,206461e-12,0
816,220974e-11,205338e-12,0
816.1,219672e-11,204221e-12,0
816.2,218378e-11,20311e-11,0
816.3,217092e-11,202005e-12,0
816.4,215815e-11,200907e-12,0
816.5,214545e-11,199816e-12,0
816.6,213283e-11,19873e-11,0
816.7,21203e-10,197651e-12,0
816.8,210784e-11,196577e-12,0
816.9,209546e-11,19551e-11,0
817,208315e-11,194449e-12,0
817.1,207092e-11,193394e-12,0
817.2,205877e-11,192344e-12,0
817.3,204669e-11,191301e-12,0
817.4,203469e-11,190263e-12,0
817.5,202276e-11,189231e-12,0
817.6,20109e-10,188205e-12,0
817.7,199912e-11,187184e-12,0
817.8,19874e-10,186169e-12,0
817.9,197576e-11,185159e-12,0
818,196419e-11,184155e-12,0
818.1,195269e-11,183157e-12,0
818.2,194126e-11,182164e-12,0
818.3,192989e-11,181176e-12,0
818.4,19186e-10,180193e-12,0
818.5,190737e-11,179216e-12,0
818.6,189621e-11,178244e-12,0
818.7,188511e-11,177277e-12,0
818.8,187408e-11,176315e-12,0
818.9,186312e-11,175358e-12,0
819,185222e-11,174407e-12,0
819.1,184138e-11,17346e-11,0
819.2,183061e-11,172518e-12,0
819.3,18199e-10,171581e-12,0
819.4,180926e-11,170649e-12,0
819.5,179867e-11,169722e-12,0
819.6,178815e-11,1688e-10,0
819.7,177769e-11,167882e-12,0
819.8,176729e-11,16697e-11,0
819.9,175695e-11,166061e-12,0
820,174666e-11,165158e-12,0
820.1,173644e-11,164259e-12,0
820.2,172628e-11,163364e-12,0
820.3,171617e-11,162475e-12,0
820.4,170612e-11,161589e-12,0
820.5,169613e-11,160709e-12,0
820.6,16862e-10,159832e-12,0
820.7,167633e-11,158961e-12,0
820.8,166651e-11,158094e-12,0
820.9,165675e-11,157231e-12,0
821,164705e-11,156373e-12,0
821.1,16374e-10,155519e-12,0
821.2,162781e-11,154669e-12,0
821.3,161828e-11,153824e-12,0
821.4,16088e-10,152984e-12,0
821.5,159937e-11,152147e-12,0
821.6,159e-8,151315e-12,0
821.7,158069e-11,150488e-12,0
821.8,157143e-11,149665e-12,0
821.9,156222e-11,148846e-12,0
822,155307e-11,148031e-12,0
822.1,154397e-11,147221e-12,0
822.2,153493e-11,146415e-12,0
822.3,152594e-11,145613e-12,0
822.4,1517e-9,144815e-12,0
822.5,150812e-11,144022e-12,0
822.6,149928e-11,143233e-12,0
822.7,14905e-10,142448e-12,0
822.8,148178e-11,141667e-12,0
822.9,14731e-10,14089e-11,0
823,146448e-11,140117e-12,0
823.1,14559e-10,139349e-12,0
823.2,144738e-11,138585e-12,0
823.3,143891e-11,137824e-12,0
823.4,143049e-11,137068e-12,0
823.5,142211e-11,136316e-12,0
823.6,141379e-11,135568e-12,0
823.7,140552e-11,134824e-12,0
823.8,13973e-10,134084e-12,0
823.9,138913e-11,133347e-12,0
824,1381e-9,132615e-12,0
824.1,137293e-11,131887e-12,0
824.2,13649e-10,131163e-12,0
824.3,135692e-11,130442e-12,0
824.4,134899e-11,129726e-12,0
824.5,134111e-11,129013e-12,0
824.6,133328e-11,128305e-12,0
824.7,132549e-11,1276e-10,0
824.8,131775e-11,126899e-12,0
824.9,131005e-11,126202e-12,0
825,130241e-11,125508e-12,0
825.1,129481e-11,124819e-12,0
825.2,128725e-11,124133e-12,0
825.3,127974e-11,123451e-12,0
825.4,127228e-11,122773e-12,0
825.5,126486e-11,122098e-12,0
825.6,125749e-11,121427e-12,0
825.7,125016e-11,12076e-11,0
825.8,124288e-11,120097e-12,0
825.9,123564e-11,119437e-12,0
826,122844e-11,118781e-12,0
826.1,122129e-11,118128e-12,0
826.2,121419e-11,117479e-12,0
826.3,120712e-11,116834e-12,0
826.4,12001e-10,116192e-12,0
826.5,119312e-11,115554e-12,0
826.6,118619e-11,114919e-12,0
826.7,11793e-10,114288e-12,0
826.8,117245e-11,11366e-11,0
826.9,116564e-11,113036e-12,0
827,115888e-11,112416e-12,0
827.1,115215e-11,111799e-12,0
827.2,114547e-11,111185e-12,0
827.3,113883e-11,110575e-12,0
827.4,113223e-11,109968e-12,0
827.5,112567e-11,109364e-12,0
827.6,111915e-11,108764e-12,0
827.7,111267e-11,108168e-12,0
827.8,110623e-11,107574e-12,0
827.9,109984e-11,106984e-12,0
828,109348e-11,106398e-12,0
828.1,108716e-11,105815e-12,0
828.2,108088e-11,105235e-12,0
828.3,107464e-11,104658e-12,0
828.4,106844e-11,104084e-12,0
828.5,106227e-11,103514e-12,0
828.6,105615e-11,102947e-12,0
828.7,105006e-11,102383e-12,0
828.8,104401e-11,101823e-12,0
828.9,1038e-9,101266e-12,0
829,103203e-11,100711e-12,0
829.1,102609e-11,10016e-11,0
829.2,102019e-11,996126e-13,0
829.3,101433e-11,990679e-13,0
829.4,10085e-10,985262e-13,0
829.5,100271e-11,979877e-13,0
829.6,996959e-12,974523e-13,0
829.7,991242e-12,969199e-13,0
829.8,985561e-12,963906e-13,0
829.9,979916e-12,958644e-13,0
830,974306e-12,953411e-13,0
